start,end,paper,dataname,method,n_samples,n_neighbors,1-NN,Trustworthiness,Continuity
21-18:28:15,21-18:28:35,swiss,mvu,1000,7,0.081,0.999,0.999
21-18:28:38,21-18:28:57,swiss,mvu,1000,8,0.089,0.999,0.999
21-18:29:00,21-18:29:21,swiss,mvu,1000,9,0.089,0.999,0.999
21-18:29:23,21-18:29:46,swiss,mvu,1000,10,0.084,0.999,0.999
21-18:29:49,21-18:30:15,swiss,mvu,1000,11,0.079,0.999,0.999
21-18:30:18,21-18:30:45,swiss,mvu,1000,12,0.076,0.999,0.999
21-18:30:47,21-18:31:17,swiss,mvu,1000,13,0.076,0.999,0.999
21-18:31:20,21-18:31:53,swiss,mvu,1000,14,0.078,0.999,0.999
21-18:31:56,21-18:32:33,swiss,mvu,1000,15,0.074,0.999,0.999
21-18:32:41,21-18:32:58,helix,mvu,1000,5,0.015,1.0,1.0
21-18:33:00,21-18:33:17,helix,mvu,1000,6,0.013,1.0,1.0
21-18:33:20,21-18:33:37,helix,mvu,1000,7,0.013,1.0,1.0
21-18:33:40,21-18:33:58,helix,mvu,1000,8,0.012,1.0,1.0
21-18:34:01,21-18:34:22,helix,mvu,1000,9,0.015,1.0,1.0
21-18:34:26,21-18:34:48,helix,mvu,1000,10,0.016,1.0,1.0
21-18:34:51,21-18:35:15,helix,mvu,1000,11,0.015,1.0,1.0

22-02:13:34,22-02:15:28,coil20,mvu,3000,5,0.174,0.925,0.987
22-02:15:28,22-02:16:41,coil20,mvu,3000,6,0.13,0.95,0.991
22-02:16:41,22-02:18:03,coil20,mvu,3000,7,0.096,0.968,0.992
22-02:18:03,22-02:19:41,coil20,mvu,3000,8,0.09,0.968,0.994
22-02:19:41,22-02:21:24,coil20,mvu,3000,9,0.094,0.969,0.994
22-02:21:24,22-02:22:48,coil20,mvu,3000,10,0.096,0.973,0.994
22-02:22:48,22-02:24:17,coil20,mvu,3000,11,0.083,0.967,0.994
22-02:24:17,22-02:25:52,coil20,mvu,3000,12,0.094,0.971,0.994
22-02:25:52,22-02:27:41,coil20,mvu,3000,13,0.08,0.975,0.994
22-02:27:41,22-02:30:27,coil20,mvu,3000,14,0.086,0.971,0.993
22-02:30:27,22-02:33:04,coil20,mvu,3000,15,0.09,0.975,0.993
22-03:01:30,22-03:04:01,swiss,mvu,3000,5,0.206,0.889,0.988
22-03:04:01,22-03:06:25,swiss,mvu,3000,6,0.253,0.86,0.982
22-03:06:25,22-07:02:25,swiss,mvu,3000,7,0.188,0.89,0.994
22-07:02:25,22-11:32:37,swiss,mvu,3000,8,0.212,0.871,0.994
22-11:32:37,22-11:35:56,swiss,mvu,3000,9,0.218,0.857,0.994
22-11:35:56,22-13:32:12,swiss,mvu,3000,10,0.251,0.86,0.995
22-13:32:12,22-13:37:57,swiss,mvu,3000,11,0.232,0.849,0.995
22-13:37:57,22-13:48:17,swiss,mvu,3000,12,0.255,0.856,0.995
22-13:48:17,22-13:59:45,swiss,mvu,3000,13,0.266,0.85,0.995
22-13:59:45,22-14:10:41,swiss,mvu,3000,14,0.265,0.849,0.995
22-18:35:32,22-18:38:06,swiss,mvu,3000,5,0.206,0.889,0.988
22-18:38:06,22-18:40:31,swiss,mvu,3000,6,0.253,0.86,0.982
22-18:40:31,22-18:43:11,swiss,mvu,3000,7,0.188,0.89,0.994
22-19:23:54,22-19:26:09,swiss,mvu,3000,5,0.206,0.889,0.988
22-19:26:09,22-19:28:27,swiss,mvu,3000,6,0.253,0.86,0.982
22-19:28:27,22-19:32:17,swiss,mvu,3000,7,0.188,0.89,0.994
22-19:32:17,22-19:38:15,swiss,mvu,3000,8,0.212,0.871,0.994
22-19:38:16,22-19:44:19,swiss,mvu,3000,9,0.218,0.857,0.994
22-19:44:19,22-19:49:59,swiss,mvu,3000,10,0.251,0.86,0.995
22-19:49:59,22-19:57:12,swiss,mvu,3000,11,0.232,0.849,0.995
22-19:57:12,22-20:06:55,swiss,mvu,3000,12,0.255,0.856,0.995
22-20:06:55,22-20:17:07,swiss,mvu,3000,13,0.266,0.85,0.995
22-20:17:07,22-20:27:49,swiss,mvu,3000,14,0.265,0.849,0.995
22-20:27:49,22-20:38:50,swiss,mvu,3000,15,0.268,0.849,0.995
22-20:38:58,22-20:41:03,helix,mvu,3000,5,0.328,0.699,0.934
22-20:41:03,22-20:43:18,helix,mvu,3000,6,0.366,0.719,0.967
22-20:43:18,22-20:45:50,helix,mvu,3000,7,0.367,0.701,0.967
22-20:45:50,22-20:48:41,helix,mvu,3000,8,0.366,0.667,0.97
23-15:00:51,23-15:02:27,coil20,mvu,3000,5,0.174,0.925,0.987
23-15:02:27,23-15:03:50,coil20,mvu,3000,6,0.13,0.95,0.991
23-15:03:50,23-15:05:15,coil20,mvu,3000,7,0.096,0.968,0.992
23-15:05:15,23-15:07:09,coil20,mvu,3000,8,0.09,0.968,0.994
23-15:07:09,23-15:08:34,coil20,mvu,3000,9,0.094,0.969,0.994
23-15:08:34,23-15:09:56,coil20,mvu,3000,10,0.096,0.973,0.994
23-15:09:56,23-15:11:15,coil20,mvu,3000,11,0.083,0.967,0.994
23-15:11:15,23-15:15:21,coil20,mvu,3000,12,0.094,0.971,0.994
23-15:15:21,23-15:32:49,coil20,mvu,3000,13,0.08,0.975,0.994
23-15:32:49,23-15:39:10,coil20,mvu,3000,14,0.086,0.971,0.993
23-15:39:10,23-15:46:53,coil20,mvu,3000,15,0.09,0.975,0.993
23-15:47:09,23-15:47:25,orl,mvu,3000,5,0.212,0.975,0.981
23-15:47:25,23-15:47:40,orl,mvu,3000,6,0.19,0.976,0.982
23-15:47:40,23-15:47:57,orl,mvu,3000,7,0.21,0.971,0.978
23-15:47:57,23-15:48:15,orl,mvu,3000,8,0.237,0.964,0.976
23-15:48:15,23-15:48:36,orl,mvu,3000,9,0.258,0.96,0.972
23-15:48:36,23-15:48:58,orl,mvu,3000,10,0.278,0.962,0.972
23-15:48:58,23-15:49:22,orl,mvu,3000,11,0.282,0.961,0.971
23-15:49:22,23-15:49:49,orl,mvu,3000,12,0.287,0.958,0.969
23-15:49:49,23-15:50:20,orl,mvu,3000,13,0.29,0.958,0.968
23-15:50:20,23-15:50:53,orl,mvu,3000,14,0.307,0.956,0.968
23-15:50:53,23-15:51:31,orl,mvu,3000,15,0.29,0.956,0.967
26-11:16:56,26-11:19:28,twinpeaks,mvu,1000,5,0.032,0.926,0.98
26-11:19:28,26-11:19:47,twinpeaks,mvu,1000,6,0.014,0.967,0.989
26-11:19:47,26-11:20:09,twinpeaks,mvu,1000,7,0.014,0.972,0.991
26-11:20:09,26-11:20:31,twinpeaks,mvu,1000,8,0.007,0.975,0.991
26-11:20:31,26-11:21:43,twinpeaks,mvu,1000,9,0.007,0.978,0.992
26-11:21:43,26-11:23:10,twinpeaks,mvu,1000,10,0.008,0.976,0.991
26-11:23:10,26-11:24:17,twinpeaks,mvu,1000,11,0.011,0.979,0.992
26-11:24:17,26-11:24:50,twinpeaks,mvu,1000,12,0.01,0.978,0.992
26-11:24:50,26-11:25:27,twinpeaks,mvu,1000,13,0.007,0.977,0.992
26-11:25:27,26-11:26:08,twinpeaks,mvu,1000,14,0.007,0.974,0.991
26-11:26:08,26-11:26:53,twinpeaks,mvu,1000,15,0.007,0.972,0.99
26-11:41:31,26-11:43:08,broken.swiss,mvu,1000,5,0.232,0.921,0.992
26-11:43:08,26-11:44:35,broken.swiss,mvu,1000,6,0.183,0.92,0.993
26-11:44:35,26-11:46:12,broken.swiss,mvu,1000,7,0.189,0.922,0.993
26-11:46:12,26-11:47:58,broken.swiss,mvu,1000,8,0.224,0.912,0.987
26-11:47:58,26-11:49:57,broken.swiss,mvu,1000,9,0.224,0.907,0.986
26-11:49:57,26-11:52:09,broken.swiss,mvu,1000,10,0.231,0.899,0.987
26-11:52:09,26-11:54:36,broken.swiss,mvu,1000,11,0.243,0.889,0.987
26-11:54:36,26-11:59:33,broken.swiss,mvu,1000,12,0.242,0.882,0.988
26-11:59:33,26-12:02:58,broken.swiss,mvu,1000,13,0.241,0.878,0.988
26-12:02:58,26-12:18:00,broken.swiss,mvu,1000,14,0.231,0.881,0.99
26-12:18:00,26-12:25:50,broken.swiss,mvu,1000,15,0.255,0.883,0.992
26-12:26:01,26-12:26:21,difficult,mvu,1000,5,0.459,0.943,0.98
26-12:26:21,26-12:26:43,difficult,mvu,1000,6,0.477,0.926,0.972
26-12:26:43,26-12:27:06,difficult,mvu,1000,7,0.5,0.92,0.972
26-12:27:06,26-12:27:33,difficult,mvu,1000,8,0.48,0.92,0.971
26-12:27:33,26-12:28:04,difficult,mvu,1000,9,0.485,0.925,0.972
26-12:28:04,26-12:28:38,difficult,mvu,1000,10,0.45,0.941,0.972
26-12:28:38,26-12:29:16,difficult,mvu,1000,11,0.451,0.942,0.972
26-12:29:16,26-12:29:58,difficult,mvu,1000,12,0.434,0.941,0.971
26-12:29:58,26-12:30:43,difficult,mvu,1000,13,0.433,0.956,0.973
26-12:30:43,26-12:31:33,difficult,mvu,1000,14,0.419,0.967,0.975
26-12:31:33,26-12:32:27,difficult,mvu,1000,15,0.437,0.975,0.979
26-12:35:28,26-12:37:06,parallel.swiss,mvu,1000,5,0.28,0.937,0.983
26-12:37:06,26-12:38:35,parallel.swiss,mvu,1000,6,0.29,0.914,0.982
26-12:38:35,26-12:40:14,parallel.swiss,mvu,1000,7,0.276,0.944,0.992
26-12:40:14,26-13:24:25,parallel.swiss,mvu,1000,8,0.281,0.939,0.992
26-13:24:25,26-13:30:59,parallel.swiss,mvu,1000,9,0.26,0.94,0.993
26-13:30:59,26-13:38:20,parallel.swiss,mvu,1000,10,0.274,0.948,0.994
26-13:38:20,26-13:46:35,parallel.swiss,mvu,1000,11,0.26,0.944,0.994
26-13:46:35,26-13:55:54,parallel.swiss,mvu,1000,12,0.326,0.935,0.994
26-13:55:54,26-14:06:36,parallel.swiss,mvu,1000,13,0.311,0.928,0.993
26-14:06:36,26-14:18:57,parallel.swiss,mvu,1000,14,0.29,0.926,0.993
26-14:18:57,26-14:32:58,parallel.swiss,mvu,1000,15,0.323,0.921,0.993
26-14:33:06,26-14:36:53,broken.s_curve,mvu,1000,5,0.167,0.954,0.977
26-14:36:53,26-14:37:18,broken.s_curve,mvu,1000,6,0.157,0.953,0.977
26-14:37:18,26-14:37:46,broken.s_curve,mvu,1000,7,0.169,0.948,0.973
26-14:37:46,26-14:38:17,broken.s_curve,mvu,1000,8,0.25,0.936,0.972
26-14:38:17,26-14:38:52,broken.s_curve,mvu,1000,9,0.248,0.933,0.973
26-14:38:52,26-14:39:30,broken.s_curve,mvu,1000,10,0.291,0.933,0.973
26-14:39:30,26-14:40:12,broken.s_curve,mvu,1000,11,0.268,0.936,0.975
26-14:40:12,26-14:41:02,broken.s_curve,mvu,1000,12,0.263,0.937,0.975
26-14:41:02,26-14:41:54,broken.s_curve,mvu,1000,13,0.263,0.934,0.974
26-14:41:54,26-14:42:52,broken.s_curve,mvu,1000,14,0.255,0.934,0.973
26-14:42:52,26-14:59:00,broken.s_curve,mvu,1000,15,0.299,0.935,0.972
26-14:59:08,26-15:03:03,four.moons,mvu,1000,5,0.001,0.852,0.955
26-15:03:03,26-15:04:37,four.moons,mvu,1000,6,0.0,0.821,0.949
26-15:04:37,26-15:06:19,four.moons,mvu,1000,7,0.0,0.885,0.958
26-15:06:19,26-15:08:11,four.moons,mvu,1000,8,0.0,0.889,0.959
26-15:08:11,26-15:19:22,four.moons,mvu,1000,9,0.0,0.902,0.963
26-15:19:22,26-15:21:06,four.moons,mvu,1000,10,0.0,0.895,0.96
26-15:21:06,26-15:24:18,four.moons,mvu,1000,11,0.0,0.899,0.962
26-15:24:18,26-15:30:03,four.moons,mvu,1000,12,0.0,0.89,0.964
26-15:30:03,26-15:35:53,four.moons,mvu,1000,13,0.0,0.897,0.968
26-15:35:53,26-15:43:38,four.moons,mvu,1000,14,0.0,0.891,0.966
26-15:43:38,26-15:53:17,four.moons,mvu,1000,15,0.0,0.895,0.968
26-15:53:32,26-15:55:37,two.swiss,mvu,1000,5,0.301,0.907,0.985
26-15:55:37,26-15:57:11,two.swiss,mvu,1000,6,0.307,0.892,0.982
26-15:57:11,26-15:58:34,two.swiss,mvu,1000,7,0.282,0.944,0.992
26-15:58:34,26-16:00:11,two.swiss,mvu,1000,8,0.299,0.944,0.993
26-16:00:11,26-16:06:13,two.swiss,mvu,1000,9,0.284,0.942,0.994
26-16:06:13,26-16:13:09,two.swiss,mvu,1000,10,0.261,0.951,0.994
26-16:13:09,26-16:21:03,two.swiss,mvu,1000,11,0.263,0.946,0.995
26-16:21:03,26-16:30:01,two.swiss,mvu,1000,12,0.333,0.933,0.994
26-16:30:01,26-16:40:15,two.swiss,mvu,1000,13,0.306,0.928,0.993
26-16:40:15,26-16:45:55,two.swiss,mvu,1000,14,0.287,0.924,0.993
26-16:45:55,26-16:49:39,two.swiss,mvu,1000,15,0.302,0.922,0.993
26-19:51:28,26-19:53:24,helix,mvu,1000,5,0.178,0.775,0.965
26-19:53:24,26-19:53:35,helix,mvu,1000,6,0.154,0.707,0.959
26-19:53:35,26-19:53:49,helix,mvu,1000,7,0.099,0.876,0.99
26-19:53:49,26-19:54:01,helix,mvu,1000,8,0.184,0.727,0.965
26-19:54:01,26-19:54:16,helix,mvu,1000,9,0.237,0.743,0.963
26-19:54:16,26-19:54:44,helix,mvu,1000,10,0.222,0.809,0.989
26-19:54:44,26-19:55:01,helix,mvu,1000,11,0.258,0.744,0.987
26-19:55:01,26-19:55:24,helix,mvu,1000,12,0.292,0.739,0.99
26-19:55:24,26-19:55:47,helix,mvu,1000,13,0.171,0.744,0.988
26-19:55:47,26-19:56:11,helix,mvu,1000,14,0.34,0.739,0.992
26-19:56:11,26-19:56:39,helix,mvu,1000,15,0.205,0.742,0.99
26-21:07:15,26-21:08:14,broken.s_curve.4,mvu,1000,5,0.02,0.954,0.977
26-21:08:14,26-21:08:31,broken.s_curve.4,mvu,1000,6,0.036,0.953,0.977
26-21:08:31,26-21:08:51,broken.s_curve.4,mvu,1000,7,0.026,0.948,0.973
26-21:08:51,26-21:09:10,broken.s_curve.4,mvu,1000,8,0.028,0.936,0.972
26-21:09:10,26-21:09:32,broken.s_curve.4,mvu,1000,9,0.032,0.933,0.973
26-21:09:32,26-21:10:04,broken.s_curve.4,mvu,1000,10,0.034,0.933,0.973
26-21:10:04,26-21:10:35,broken.s_curve.4,mvu,1000,11,0.029,0.936,0.975
26-21:10:35,26-21:11:09,broken.s_curve.4,mvu,1000,12,0.032,0.937,0.975
26-21:11:09,26-21:11:45,broken.s_curve.4,mvu,1000,13,0.03,0.934,0.974
26-21:11:45,26-21:12:25,broken.s_curve.4,mvu,1000,14,0.029,0.934,0.973
26-21:12:25,26-21:13:08,broken.s_curve.4,mvu,1000,15,0.028,0.935,0.972
26-21:13:12,26-21:13:13,broken.s_curve.4,isomap,1000,5,0.044,0.949,0.987
26-21:13:13,26-21:13:14,broken.s_curve.4,isomap,1000,6,0.046,0.946,0.987
26-21:13:14,26-21:13:16,broken.s_curve.4,isomap,1000,7,0.046,0.946,0.986
26-21:13:16,26-21:13:17,broken.s_curve.4,isomap,1000,8,0.038,0.946,0.985
26-21:13:17,26-21:13:18,broken.s_curve.4,isomap,1000,9,0.036,0.947,0.985
26-21:13:18,26-21:13:19,broken.s_curve.4,isomap,1000,10,0.047,0.947,0.984
26-21:13:19,26-21:13:20,broken.s_curve.4,isomap,1000,11,0.045,0.947,0.984
26-21:13:20,26-21:13:22,broken.s_curve.4,isomap,1000,12,0.043,0.946,0.983
26-21:13:22,26-21:13:23,broken.s_curve.4,isomap,1000,13,0.041,0.946,0.983
26-21:13:23,26-21:13:24,broken.s_curve.4,isomap,1000,14,0.045,0.946,0.982
26-21:13:24,26-21:13:25,broken.s_curve.4,isomap,1000,15,0.047,0.945,0.982
26-21:13:28,26-21:13:30,broken.s_curve.4,lle,1000,5,0.083,0.96,0.828
26-21:13:30,26-21:13:31,broken.s_curve.4,lle,1000,6,0.405,0.961,0.831
26-21:13:31,26-21:13:32,broken.s_curve.4,lle,1000,7,0.207,0.972,0.834
26-21:13:32,26-21:13:33,broken.s_curve.4,lle,1000,8,0.116,0.961,0.832
26-21:13:33,26-21:13:34,broken.s_curve.4,lle,1000,9,0.407,0.963,0.836
26-21:13:34,26-21:13:35,broken.s_curve.4,lle,1000,10,0.186,0.974,0.848
26-21:13:35,26-21:13:36,broken.s_curve.4,lle,1000,11,0.17,0.973,0.839
26-21:13:36,26-21:13:38,broken.s_curve.4,lle,1000,12,0.227,0.971,0.841
26-21:13:38,26-21:13:39,broken.s_curve.4,lle,1000,13,0.242,0.969,0.85
26-21:13:39,26-21:13:40,broken.s_curve.4,lle,1000,14,0.237,0.971,0.858
26-21:13:40,26-21:13:41,broken.s_curve.4,lle,1000,15,0.173,0.961,0.857
26-21:13:44,26-21:13:46,broken.s_curve.4,le,1000,5,0.173,0.99,0.83
26-21:13:46,26-21:13:47,broken.s_curve.4,le,1000,6,0.065,0.977,0.798
26-21:13:47,26-21:13:49,broken.s_curve.4,le,1000,7,0.027,0.99,0.855
26-21:13:49,26-21:13:50,broken.s_curve.4,le,1000,8,0.35,0.99,0.859
26-21:13:50,26-21:13:52,broken.s_curve.4,le,1000,9,0.345,0.989,0.859
26-21:13:52,26-21:13:53,broken.s_curve.4,le,1000,10,0.174,0.992,0.86
26-21:13:53,26-21:13:54,broken.s_curve.4,le,1000,11,0.031,0.987,0.857
26-21:13:54,26-21:13:56,broken.s_curve.4,le,1000,12,0.17,0.986,0.852
26-21:13:56,26-21:13:57,broken.s_curve.4,le,1000,13,0.17,0.988,0.853
26-21:13:57,26-21:13:59,broken.s_curve.4,le,1000,14,0.174,0.985,0.853
26-21:13:59,26-21:14:00,broken.s_curve.4,le,1000,15,0.351,0.988,0.856
26-21:14:03,26-21:14:28,broken.s_curve.4,hlle,1000,5,0.368,0.972,0.832
26-21:14:28,26-21:14:52,broken.s_curve.4,hlle,1000,6,0.221,0.968,0.831
26-21:14:52,26-21:15:17,broken.s_curve.4,hlle,1000,7,0.225,0.971,0.832
26-21:15:17,26-21:15:41,broken.s_curve.4,hlle,1000,8,0.206,0.971,0.834
26-21:15:41,26-21:16:05,broken.s_curve.4,hlle,1000,9,0.414,0.967,0.836
26-21:16:05,26-21:16:30,broken.s_curve.4,hlle,1000,10,0.05,0.967,0.839
26-21:16:30,26-21:16:53,broken.s_curve.4,hlle,1000,11,0.041,0.97,0.838
26-21:16:53,26-21:17:17,broken.s_curve.4,hlle,1000,12,0.238,0.968,0.841
26-21:17:17,26-21:17:42,broken.s_curve.4,hlle,1000,13,0.374,0.968,0.84
26-21:17:42,26-21:18:06,broken.s_curve.4,hlle,1000,14,0.17,0.973,0.841
26-21:18:06,26-21:18:30,broken.s_curve.4,hlle,1000,15,0.17,0.972,0.841
26-21:18:33,26-21:18:35,broken.s_curve.4,isomap.eng,1000,5,0.01,0.992,0.995
26-21:18:35,26-21:18:37,broken.s_curve.4,isomap.eng,1000,6,0.01,0.992,0.995
26-21:18:37,26-21:18:38,broken.s_curve.4,isomap.eng,1000,7,0.012,0.99,0.994
26-21:18:38,26-21:18:40,broken.s_curve.4,isomap.eng,1000,8,0.012,0.988,0.993
26-21:18:40,26-21:18:41,broken.s_curve.4,isomap.eng,1000,9,0.013,0.989,0.993
26-21:18:41,26-21:18:43,broken.s_curve.4,isomap.eng,1000,10,0.012,0.989,0.993
26-21:18:43,26-21:18:45,broken.s_curve.4,isomap.eng,1000,11,0.005,0.984,0.992
26-21:18:45,26-21:18:46,broken.s_curve.4,isomap.eng,1000,12,0.006,0.982,0.991
26-21:18:46,26-21:18:48,broken.s_curve.4,isomap.eng,1000,13,0.008,0.982,0.991
26-21:18:48,26-21:18:50,broken.s_curve.4,isomap.eng,1000,14,0.007,0.982,0.991
26-21:18:50,26-21:18:52,broken.s_curve.4,isomap.eng,1000,15,0.009,0.981,0.991
26-21:18:55,26-21:18:57,broken.s_curve.4,lle.eng,1000,5,0.024,0.97,0.988
26-21:18:57,26-21:18:58,broken.s_curve.4,lle.eng,1000,6,0.026,0.971,0.99
26-21:18:58,26-21:19:00,broken.s_curve.4,lle.eng,1000,7,0.025,0.961,0.989
26-21:19:00,26-21:19:02,broken.s_curve.4,lle.eng,1000,8,0.035,0.966,0.991
26-21:19:02,26-21:19:04,broken.s_curve.4,lle.eng,1000,9,0.02,0.977,0.99
26-21:19:04,26-21:19:05,broken.s_curve.4,lle.eng,1000,10,0.029,0.972,0.989
26-21:19:05,26-21:19:07,broken.s_curve.4,lle.eng,1000,11,0.048,0.96,0.988
26-21:19:07,26-21:19:09,broken.s_curve.4,lle.eng,1000,12,0.047,0.957,0.987
26-21:19:09,26-21:19:11,broken.s_curve.4,lle.eng,1000,13,0.079,0.956,0.985
26-21:19:11,26-21:19:12,broken.s_curve.4,lle.eng,1000,14,0.116,0.94,0.986
26-21:19:12,26-21:19:14,broken.s_curve.4,lle.eng,1000,15,0.125,0.936,0.987
26-21:19:17,26-21:19:20,broken.s_curve.4,le.eng,1000,5,0.017,0.949,0.99
26-21:19:20,26-21:19:23,broken.s_curve.4,le.eng,1000,6,0.013,0.948,0.989
26-21:19:23,26-21:19:25,broken.s_curve.4,le.eng,1000,7,0.015,0.95,0.988
26-21:19:25,26-21:19:28,broken.s_curve.4,le.eng,1000,8,0.013,0.952,0.988
26-21:19:28,26-21:19:30,broken.s_curve.4,le.eng,1000,9,0.018,0.948,0.987
26-21:19:30,26-21:19:33,broken.s_curve.4,le.eng,1000,10,0.016,0.949,0.986
26-21:19:33,26-21:19:35,broken.s_curve.4,le.eng,1000,11,0.014,0.946,0.986
26-21:19:35,26-21:19:37,broken.s_curve.4,le.eng,1000,12,0.013,0.946,0.985
26-21:19:37,26-21:19:40,broken.s_curve.4,le.eng,1000,13,0.013,0.948,0.985
26-21:19:40,26-21:19:42,broken.s_curve.4,le.eng,1000,14,0.011,0.944,0.985
26-21:19:42,26-21:19:45,broken.s_curve.4,le.eng,1000,15,0.014,0.944,0.984
26-21:19:48,26-21:20:13,broken.s_curve.4,hlle.eng,1000,5,0.024,0.97,0.988
26-21:20:13,26-21:20:38,broken.s_curve.4,hlle.eng,1000,6,0.026,0.971,0.99
26-21:20:38,26-21:21:04,broken.s_curve.4,hlle.eng,1000,7,0.025,0.961,0.989
26-21:21:04,26-21:21:29,broken.s_curve.4,hlle.eng,1000,8,0.035,0.966,0.991
26-21:21:29,26-21:21:54,broken.s_curve.4,hlle.eng,1000,9,0.02,0.977,0.99
26-21:21:54,26-21:22:19,broken.s_curve.4,hlle.eng,1000,10,0.029,0.972,0.989
26-21:22:19,26-21:22:45,broken.s_curve.4,hlle.eng,1000,11,0.048,0.96,0.988
26-21:22:45,26-21:23:10,broken.s_curve.4,hlle.eng,1000,12,0.047,0.957,0.987
26-21:23:10,26-21:23:36,broken.s_curve.4,hlle.eng,1000,13,0.079,0.956,0.985
26-21:23:36,26-21:24:01,broken.s_curve.4,hlle.eng,1000,14,0.116,0.94,0.986
26-21:24:01,26-21:24:26,broken.s_curve.4,hlle.eng,1000,15,0.125,0.936,0.987
27-00:06:41,27-00:07:03,broken.s_curve,mvu,1000,5,0.168,0.954,0.977
27-00:07:03,27-00:07:16,broken.s_curve,mvu,1000,6,0.157,0.953,0.977
27-00:07:16,27-00:07:30,broken.s_curve,mvu,1000,7,0.169,0.948,0.973
27-00:07:30,27-00:07:45,broken.s_curve,mvu,1000,8,0.25,0.936,0.972
27-00:07:45,27-00:08:03,broken.s_curve,mvu,1000,9,0.248,0.933,0.973
27-00:08:03,27-00:08:22,broken.s_curve,mvu,1000,10,0.291,0.933,0.973
27-00:08:22,27-00:08:45,broken.s_curve,mvu,1000,11,0.268,0.936,0.975
27-00:08:45,27-00:09:11,broken.s_curve,mvu,1000,12,0.263,0.937,0.975
27-00:09:11,27-00:09:39,broken.s_curve,mvu,1000,13,0.263,0.934,0.974
27-00:09:39,27-00:10:12,broken.s_curve,mvu,1000,14,0.255,0.934,0.973
27-00:10:12,27-00:10:49,broken.s_curve,mvu,1000,15,0.299,0.935,0.972
27-00:10:53,27-00:10:54,broken.s_curve,isomap,1000,5,0.265,0.949,0.987
27-00:10:54,27-00:10:55,broken.s_curve,isomap,1000,6,0.302,0.946,0.987
27-00:10:55,27-00:10:56,broken.s_curve,isomap,1000,7,0.27,0.946,0.986
27-00:10:56,27-00:10:58,broken.s_curve,isomap,1000,8,0.26,0.946,0.985
27-00:10:58,27-00:10:59,broken.s_curve,isomap,1000,9,0.277,0.947,0.985
27-00:10:59,27-00:11:00,broken.s_curve,isomap,1000,10,0.289,0.947,0.984
27-00:11:00,27-00:11:01,broken.s_curve,isomap,1000,11,0.284,0.947,0.984
27-00:11:01,27-00:11:02,broken.s_curve,isomap,1000,12,0.281,0.946,0.983
27-00:11:02,27-00:11:04,broken.s_curve,isomap,1000,13,0.285,0.946,0.983
27-00:11:04,27-00:11:05,broken.s_curve,isomap,1000,14,0.282,0.946,0.982
27-00:11:05,27-00:11:06,broken.s_curve,isomap,1000,15,0.278,0.945,0.982
27-00:11:10,27-00:11:11,broken.s_curve,lle,1000,5,0.456,0.96,0.828
27-00:11:11,27-00:11:12,broken.s_curve,lle,1000,6,0.415,0.961,0.831
27-00:11:12,27-00:11:13,broken.s_curve,lle,1000,7,0.36,0.972,0.834
27-00:11:13,27-00:11:14,broken.s_curve,lle,1000,8,0.43,0.961,0.832
27-00:11:14,27-00:11:15,broken.s_curve,lle,1000,9,0.347,0.963,0.836
27-00:11:15,27-00:11:16,broken.s_curve,lle,1000,10,0.34,0.974,0.848
27-00:11:16,27-00:11:17,broken.s_curve,lle,1000,11,0.344,0.973,0.839
27-00:11:17,27-00:11:18,broken.s_curve,lle,1000,12,0.358,0.971,0.841
27-00:11:18,27-00:11:19,broken.s_curve,lle,1000,13,0.358,0.969,0.85
27-00:11:19,27-00:11:21,broken.s_curve,lle,1000,14,0.344,0.971,0.858
27-00:11:21,27-00:11:22,broken.s_curve,lle,1000,15,0.418,0.961,0.857
27-00:11:25,27-00:11:26,broken.s_curve,le,1000,5,0.261,0.99,0.83
27-00:11:26,27-00:11:27,broken.s_curve,le,1000,6,0.345,0.977,0.798
27-00:11:27,27-00:11:29,broken.s_curve,le,1000,7,0.291,0.99,0.855
27-00:11:29,27-00:11:30,broken.s_curve,le,1000,8,0.278,0.99,0.859
27-00:11:30,27-00:11:31,broken.s_curve,le,1000,9,0.285,0.989,0.859
27-00:11:31,27-00:11:33,broken.s_curve,le,1000,10,0.27,0.992,0.86
27-00:11:33,27-00:11:34,broken.s_curve,le,1000,11,0.324,0.987,0.857
27-00:11:34,27-00:11:35,broken.s_curve,le,1000,12,0.292,0.986,0.852
27-00:11:35,27-00:11:36,broken.s_curve,le,1000,13,0.299,0.988,0.853
27-00:11:36,27-00:11:38,broken.s_curve,le,1000,14,0.29,0.985,0.853
27-00:11:38,27-00:11:39,broken.s_curve,le,1000,15,0.305,0.988,0.856
27-00:11:42,27-00:12:04,broken.s_curve,hlle,1000,5,0.338,0.972,0.832
27-00:12:04,27-00:12:26,broken.s_curve,hlle,1000,6,0.36,0.968,0.831
27-00:12:26,27-00:12:48,broken.s_curve,hlle,1000,7,0.35,0.971,0.832
27-00:12:48,27-00:13:10,broken.s_curve,hlle,1000,8,0.336,0.971,0.834
27-00:13:10,27-00:13:32,broken.s_curve,hlle,1000,9,0.359,0.967,0.836
27-00:13:32,27-00:13:54,broken.s_curve,hlle,1000,10,0.437,0.967,0.839
27-00:13:54,27-00:14:16,broken.s_curve,hlle,1000,11,0.429,0.97,0.838
27-00:14:16,27-00:14:38,broken.s_curve,hlle,1000,12,0.36,0.968,0.841
