dataname;model;n_neighs;points;1-NN;T;C;status;restricted;artificial_connected
broken.s_curve;le.eng;11;1000;0.279;0.951;0.988;None;None;None;True
broken.s_curve;le.eng;12;1000;0.279;0.954;0.987;None;None;None;True
broken.s_curve;le.eng;13;1000;0.291;0.952;0.986;None;None;None;True
broken.s_curve;le.eng;14;1000;0.272;0.953;0.986;None;None;None;True
broken.s_curve;le.eng;15;1000;0.251;0.956;0.984;None;None;None;True
broken.s_curve;hlle;5;1000;0.482;0.664;0.816;None;None;None;True
broken.s_curve;hlle;6;1000;0.502;0.664;0.814;None;None;None;True
broken.s_curve;hlle;7;1000;0.5;0.669;0.817;None;None;None;True
broken.s_curve;hlle;8;1000;0.484;0.769;0.819;None;None;None;True
broken.s_curve;hlle;9;1000;0.489;0.795;0.827;None;None;None;True
broken.s_curve;hlle;10;1000;0.518;0.716;0.82;None;None;None;True
broken.s_curve;hlle;11;1000;0.531;0.703;0.822;None;None;None;True
broken.s_curve;hlle;12;1000;0.505;0.739;0.821;None;None;None;True
broken.s_curve;hlle;13;1000;0.497;0.797;0.822;None;None;None;True
broken.s_curve;hlle;14;1000;0.508;0.688;0.828;None;None;None;True
broken.s_curve;hlle;15;1000;0.48;0.908;0.934;None;None;None;True
broken.s_curve;hlle.eng;5;1000;0.206;0.957;0.983;None;None;None;True
broken.s_curve;hlle.eng;6;1000;0.227;0.961;0.987;None;None;None;True
broken.s_curve;hlle.eng;7;1000;0.094;0.986;0.992;None;None;None;True
broken.s_curve;hlle.eng;8;1000;0.18;0.965;0.988;None;None;None;True
broken.s_curve;hlle.eng;9;1000;0.084;0.991;0.993;None;None;None;True
broken.s_curve;hlle.eng;10;1000;0.096;0.979;0.991;None;None;None;True
broken.s_curve;hlle.eng;11;1000;0.121;0.968;0.988;None;None;None;True
broken.s_curve;hlle.eng;12;1000;0.14;0.957;0.986;None;None;None;True
broken.s_curve;hlle.eng;13;1000;0.108;0.94;0.983;None;None;None;True
broken.s_curve;hlle.eng;14;1000;0.071;0.973;0.987;None;None;None;True
broken.s_curve;hlle.eng;15;1000;0.19;0.921;0.978;None;None;None;True
broken.s_curve;none;1;1000;0.065;None;None;None;None;None;None
two.swiss;none;1;2000;0.071;None;None;None;None;None;None
two.swiss;isomap;5;2000;0.245;0.964;0.994;None;None;None;True
two.swiss;isomap;6;2000;0.224;0.961;0.994;None;None;None;True
two.swiss;isomap;7;2000;0.202;0.959;0.994;None;None;None;True
two.swiss;isomap;8;2000;0.197;0.957;0.994;None;None;None;True
two.swiss;isomap;9;2000;0.207;0.937;0.99;None;None;None;True
two.swiss;isomap;10;2000;0.269;0.914;0.983;None;None;None;True
two.swiss;isomap;11;2000;0.282;0.913;0.981;None;None;None;True
two.swiss;isomap;12;2000;0.281;0.907;0.98;None;None;None;True
two.swiss;isomap;13;2000;0.283;0.906;0.979;None;None;None;True
two.swiss;isomap;14;2000;0.211;0.929;0.981;None;None;None;True
two.swiss;isomap;15;2000;0.277;0.891;0.98;None;None;None;True
two.swiss;isomap.eng;5;2000;0.27;0.948;0.994;None;None;None;True
two.swiss;isomap.eng;6;2000;0.234;0.952;0.994;None;None;None;True
two.swiss;isomap.eng;7;2000;0.206;0.962;0.994;None;None;None;True
two.swiss;isomap.eng;8;2000;0.207;0.956;0.994;None;None;None;True
two.swiss;isomap.eng;9;2000;0.18;0.964;0.992;None;None;None;True
two.swiss;isomap.eng;10;2000;0.287;0.913;0.984;None;None;None;True
two.swiss;isomap.eng;11;2000;0.269;0.924;0.985;None;None;None;True
two.swiss;isomap.eng;12;2000;0.268;0.929;0.982;None;None;None;True
two.swiss;isomap.eng;13;2000;0.253;0.921;0.982;None;None;None;True
two.swiss;isomap.eng;14;2000;0.222;0.938;0.988;None;None;None;True
two.swiss;isomap.eng;15;2000;0.216;0.925;0.981;None;None;None;True
two.swiss;lle;5;2000;0.436;0.809;0.869;None;None;None;True
two.swiss;lle;6;2000;0.48;0.825;0.867;None;None;None;True
two.swiss;lle;7;2000;0.469;0.82;0.871;None;None;None;True
two.swiss;lle;8;2000;0.455;0.838;0.979;None;None;None;True
two.swiss;lle;9;2000;0.484;0.78;0.86;None;None;None;True
two.swiss;lle;10;2000;0.469;0.794;0.859;None;None;None;True
two.swiss;lle;11;2000;0.496;0.86;0.962;None;None;None;True
two.swiss;lle;12;2000;0.482;0.863;0.961;None;None;None;True
two.swiss;lle;13;2000;0.479;0.794;0.856;None;None;None;True
two.swiss;lle;14;2000;0.46;0.853;0.961;None;None;None;True
two.swiss;lle;15;2000;0.517;0.804;0.858;None;None;None;True
two.swiss;lle.eng;5;2000;0.346;0.91;0.981;None;None;None;True
two.swiss;lle.eng;6;2000;0.222;0.957;0.991;None;None;None;True
two.swiss;lle.eng;7;2000;0.204;0.965;0.992;None;None;None;True
two.swiss;lle.eng;8;2000;0.216;0.945;0.985;None;None;None;True
two.swiss;lle.eng;9;2000;0.293;0.927;0.986;None;None;None;True
two.swiss;lle.eng;10;2000;0.327;0.922;0.986;None;None;None;True
two.swiss;lle.eng;11;2000;0.27;0.93;0.985;None;None;None;True
two.swiss;lle.eng;12;2000;0.283;0.927;0.985;None;None;None;True
two.swiss;lle.eng;13;2000;0.341;0.894;0.972;None;None;None;True
two.swiss;lle.eng;14;2000;0.344;0.914;0.969;None;None;None;True
two.swiss;lle.eng;15;2000;0.271;0.937;0.985;None;None;None;True
two.swiss;le.eng;5;2000;0.212;0.968;0.995;None;None;None;True
two.swiss;le.eng;6;2000;0.199;0.965;0.995;None;None;None;True
two.swiss;le.eng;7;2000;0.234;0.956;0.994;None;None;None;True
two.swiss;le.eng;8;2000;0.239;0.951;0.993;None;None;None;True
two.swiss;le.eng;9;2000;0.237;0.956;0.992;None;None;None;True
two.swiss;le.eng;10;2000;0.237;0.945;0.992;None;None;None;True
two.swiss;le.eng;11;2000;0.223;0.948;0.992;None;None;None;True
two.swiss;le.eng;12;2000;0.228;0.95;0.992;None;None;None;True
two.swiss;le.eng;13;2000;0.225;0.947;0.991;None;None;None;True
two.swiss;le.eng;14;2000;0.207;0.949;0.991;None;None;None;True
two.swiss;le.eng;15;2000;0.189;0.947;0.991;None;None;None;True
two.swiss;hlle;5;2000;0.45;0.809;0.869;None;None;None;True
two.swiss;hlle;6;2000;0.477;0.824;0.867;None;None;None;True
two.swiss;hlle;7;2000;0.469;0.82;0.871;None;None;None;True
two.swiss;hlle;8;2000;0.491;0.768;0.864;None;None;None;True
two.swiss;hlle;9;2000;0.484;0.78;0.86;None;None;None;True
two.swiss;hlle;10;2000;0.47;0.794;0.859;None;None;None;True
two.swiss;hlle;11;2000;0.521;0.797;0.857;None;None;None;True
two.swiss;hlle;12;2000;0.487;0.862;0.962;None;None;None;True
two.swiss;hlle;13;2000;0.466;0.862;0.959;None;None;None;True
two.swiss;hlle;14;2000;0.481;0.801;0.856;None;None;None;True
two.swiss;hlle;15;2000;0.518;0.804;0.858;None;None;None;True
two.swiss;hlle.eng;5;2000;0.344;0.909;0.981;None;None;None;True
two.swiss;hlle.eng;6;2000;0.222;0.957;0.991;None;None;None;True
two.swiss;hlle.eng;7;2000;0.204;0.965;0.992;None;None;None;True
two.swiss;hlle.eng;8;2000;0.216;0.945;0.985;None;None;None;True
two.swiss;hlle.eng;9;2000;0.293;0.927;0.986;None;None;None;True
two.swiss;hlle.eng;10;2000;0.327;0.921;0.985;None;None;None;True
two.swiss;hlle.eng;11;2000;0.27;0.93;0.985;None;None;None;True
two.swiss;hlle.eng;12;2000;0.283;0.927;0.985;None;None;None;True
two.swiss;hlle.eng;13;2000;0.342;0.894;0.972;None;None;None;True
two.swiss;hlle.eng;14;2000;0.344;0.914;0.969;None;None;None;True
two.swiss;hlle.eng;15;2000;0.271;0.937;0.985;None;None;None;True
four.moons;isomap;5;2000;0.001;0.984;0.993;None;None;None;True
four.moons;isomap;6;2000;0.001;0.983;0.993;None;None;None;True
four.moons;isomap;7;2000;0.001;0.984;0.993;None;None;None;True
four.moons;isomap;8;2000;0.001;0.984;0.993;None;None;None;True
four.moons;isomap;9;2000;0.001;0.984;0.993;None;None;None;True
four.moons;isomap;10;2000;0.001;0.985;0.993;None;None;None;True
four.moons;isomap;11;2000;0.001;0.985;0.993;None;None;None;True
four.moons;isomap;12;2000;0.001;0.985;0.993;None;None;None;True
four.moons;isomap;13;2000;0.001;0.986;0.993;None;None;None;True
four.moons;isomap;14;2000;0.001;0.986;0.993;None;None;None;True
four.moons;isomap;15;2000;0.001;0.986;0.994;None;None;None;True
four.moons;isomap.eng;5;2000;0.021;0.984;0.996;None;None;None;True
four.moons;isomap.eng;6;2000;0.06;0.973;0.996;None;None;None;True
four.moons;isomap.eng;7;2000;0.05;0.976;0.996;None;None;None;True
four.moons;isomap.eng;8;2000;0.04;0.98;0.996;None;None;None;True
four.moons;isomap.eng;9;2000;0.026;0.985;0.996;None;None;None;True
four.moons;isomap.eng;10;2000;0.019;0.984;0.996;None;None;None;True
four.moons;isomap.eng;11;2000;0.018;0.985;0.997;None;None;None;True
four.moons;isomap.eng;12;2000;0.026;0.984;0.996;None;None;None;True
four.moons;isomap.eng;13;2000;0.032;0.983;0.996;None;None;None;True
four.moons;isomap.eng;14;2000;0.024;0.983;0.996;None;None;None;True
four.moons;isomap.eng;15;2000;0.025;0.982;0.996;None;None;None;True
four.moons;lle;5;2000;0.25;0.656;0.814;None;None;None;True
four.moons;lle;6;2000;0.25;0.688;0.814;None;None;None;True
four.moons;lle;7;2000;0.0;0.666;0.815;None;None;None;True
four.moons;lle;8;2000;0.25;0.659;0.814;None;None;None;True
four.moons;lle;9;2000;0.251;0.573;0.816;None;None;None;True
four.moons;lle;10;2000;0.0;0.686;0.817;None;None;None;True
four.moons;lle;11;2000;0.25;0.729;0.816;None;None;None;True
four.moons;lle;12;2000;0.25;0.678;0.816;None;None;None;True
four.moons;lle;13;2000;0.0;0.647;0.817;None;None;None;True
four.moons;lle;14;2000;0.25;0.56;0.817;None;None;None;True
four.moons;lle;15;2000;0.25;0.78;0.817;None;None;None;True
four.moons;lle.eng;5;2000;0.0;0.977;0.992;None;None;None;True
four.moons;lle.eng;6;2000;0.0;0.985;0.994;None;None;None;True
four.moons;lle.eng;7;2000;0.0;0.983;0.993;None;None;None;True
four.moons;lle.eng;8;2000;0.0;0.966;0.993;None;None;None;True
four.moons;lle.eng;9;2000;0.028;0.966;0.994;None;None;None;True
four.moons;lle.eng;10;2000;0.002;0.989;0.995;None;None;None;True
four.moons;lle.eng;11;2000;0.0;0.992;0.995;None;None;None;True
four.moons;lle.eng;12;2000;0.0;0.989;0.995;None;None;None;True
four.moons;lle.eng;13;2000;0.0;0.979;0.994;None;None;None;True
four.moons;lle.eng;14;2000;0.0;0.986;0.995;None;None;None;True
four.moons;lle.eng;15;2000;0.0;0.982;0.994;None;None;None;True
four.moons;none;1;2000;0.0;None;None;None;None;None;None
four.moons;le.eng;5;2000;0.234;0.628;0.834;None;None;None;None
four.moons;le.eng;6;2000;0.0;0.831;0.925;None;None;None;None
four.moons;le.eng;7;2000;0.001;0.825;0.919;None;None;None;None
four.moons;le.eng;8;2000;0.001;0.81;0.922;None;None;None;None
four.moons;le.eng;9;2000;0.0;0.763;0.89;None;None;None;None
four.moons;le.eng;10;2000;0.001;0.81;0.914;None;None;None;None
four.moons;le.eng;11;2000;0.0;0.772;0.919;None;None;None;None
four.moons;le.eng;12;2000;0.154;0.744;0.852;None;None;None;None
four.moons;le.eng;13;2000;0.0;0.824;0.905;None;None;None;None
four.moons;le.eng;14;2000;0.0;0.817;0.927;None;None;None;None
four.moons;le.eng;15;2000;0.001;0.809;0.92;None;None;None;None
four.moons;hlle;5;2000;0.25;0.65;0.813;None;None;None;None
four.moons;hlle;6;2000;0.25;0.577;0.815;None;None;None;None
four.moons;hlle;7;2000;0.25;0.765;0.815;None;None;None;None
four.moons;hlle;8;2000;0.25;0.717;0.815;None;None;None;None
four.moons;hlle;9;2000;0.0;0.675;0.817;None;None;None;None
four.moons;hlle;10;2000;0.251;0.618;0.815;None;None;None;None
four.moons;hlle;11;2000;0.251;0.619;0.815;None;None;None;None
four.moons;hlle;12;2000;0.25;0.735;0.816;None;None;None;None
four.moons;hlle;13;2000;0.0;0.652;0.817;None;None;None;None
four.moons;hlle;14;2000;0.25;0.555;0.817;None;None;None;None
four.moons;hlle;15;2000;0.251;0.562;0.818;None;None;None;None
four.moons;hlle.eng;5;2000;0.0;0.977;0.992;None;None;None;None
four.moons;hlle.eng;6;2000;0.0;0.985;0.994;None;None;None;None
four.moons;hlle.eng;7;2000;0.0;0.983;0.993;None;None;None;None
four.moons;hlle.eng;8;2000;0.0;0.966;0.993;None;None;None;None
four.moons;hlle.eng;9;2000;0.028;0.966;0.994;None;None;None;None
four.moons;hlle.eng;10;2000;0.002;0.989;0.995;None;None;None;None
four.moons;hlle.eng;11;2000;0.0;0.992;0.995;None;None;None;None
four.moons;hlle.eng;12;2000;0.0;0.989;0.995;None;None;None;None
four.moons;hlle.eng;13;2000;0.0;0.979;0.994;None;None;None;None
four.moons;hlle.eng;14;2000;0.0;0.986;0.995;None;None;None;None
four.moons;hlle.eng;15;2000;0.0;0.982;0.994;None;None;None;None
four.moons;lle.skl;5;2000;0.001;0.94;0.968;None;None;None;None
four.moons;lle.skl;6;2000;0.0;0.902;0.957;None;None;None;None
four.moons;lle.skl;7;2000;0.0;0.935;0.952;None;None;None;None
four.moons;lle.skl;8;2000;0.0;0.927;0.932;None;None;None;None
four.moons;lle.skl;9;2000;0.0;0.86;0.928;None;None;None;None
four.moons;lle.skl;10;2000;0.0;0.933;0.934;None;None;None;None
four.moons;lle.skl;11;2000;0.0;0.932;0.945;None;None;None;None
four.moons;lle.skl;12;2000;0.0;0.859;0.926;None;None;None;None
four.moons;lle.skl;13;2000;0.001;0.867;0.927;None;None;None;None
four.moons;lle.skl;14;2000;0.0;0.803;0.927;None;None;None;None
four.moons;lle.skl;15;2000;0.003;0.876;0.933;None;None;None;None
four.moons;le.skl;5;2000;0.0;0.754;0.882;None;None;None;None
four.moons;le.skl;6;2000;0.0;0.838;0.909;None;None;None;None
four.moons;le.skl;7;2000;0.0;0.754;0.878;None;None;None;None
four.moons;le.skl;8;2000;0.0;0.752;0.878;None;None;None;None
four.moons;le.skl;9;2000;0.0;0.757;0.879;None;None;None;None
four.moons;le.skl;10;2000;0.0;0.75;0.879;None;None;None;None
four.moons;le.skl;11;2000;0.0;0.751;0.879;None;None;None;None
four.moons;le.skl;12;2000;0.0;0.759;0.88;None;None;None;None
four.moons;le.skl;13;2000;0.0;0.758;0.88;None;None;None;None
four.moons;le.skl;14;2000;0.0;0.848;0.91;None;None;None;None
four.moons;le.skl;15;2000;0.0;0.843;0.91;None;None;None;None
four.moons;hlle.skl;6;2000;0.25;0.608;0.688;None;None;None;None
four.moons;hlle.skl;7;2000;0.251;0.609;0.689;None;None;None;None
four.moons;hlle.skl;8;2000;0.25;0.686;0.814;None;None;None;None
four.moons;hlle.skl;9;2000;0.25;0.67;0.814;None;None;None;None
four.moons;hlle.skl;10;2000;0.251;0.601;0.688;None;None;None;None
four.moons;hlle.skl;11;2000;0.251;0.68;0.814;None;None;None;None
four.moons;hlle.skl;12;2000;0.251;0.604;0.69;None;None;None;None
four.moons;hlle.skl;13;2000;0.001;0.654;0.817;None;None;None;None
four.moons;hlle.skl;14;2000;0.251;0.614;0.69;None;None;None;None
four.moons;hlle.skl;15;2000;0.251;0.665;0.818;None;None;None;None
mit-cbcl;isomap;5;2059;0.025;0.986;0.996;None;None;None;True
mit-cbcl;isomap;6;2059;0.026;0.985;0.996;None;None;None;True
mit-cbcl;isomap;7;2059;0.032;0.985;0.995;None;None;None;True
mit-cbcl;isomap;8;2059;0.023;0.986;0.995;None;None;None;True
mit-cbcl;isomap;9;2059;0.026;0.988;0.995;None;None;None;True
mit-cbcl;isomap;10;2059;0.031;0.987;0.995;None;None;None;True
mit-cbcl;isomap;11;2059;0.026;0.984;0.995;None;None;None;True
mit-cbcl;isomap;12;2059;0.025;0.986;0.995;None;None;None;True
mit-cbcl;isomap;13;2059;0.021;0.987;0.995;None;None;None;True
mit-cbcl;isomap;14;2059;0.021;0.986;0.995;None;None;None;True
mit-cbcl;isomap;15;2059;0.022;0.987;0.995;None;None;None;True
mit-cbcl;isomap.eng;5;2059;0.019;0.991;0.998;None;None;None;None
mit-cbcl;isomap.eng;6;2059;0.027;0.988;0.997;None;None;None;None
mit-cbcl;isomap.eng;7;2059;0.027;0.987;0.996;None;None;None;None
mit-cbcl;isomap.eng;8;2059;0.026;0.989;0.996;None;None;None;None
mit-cbcl;isomap.eng;9;2059;0.023;0.991;0.996;None;None;None;None
mit-cbcl;isomap.eng;10;2059;0.026;0.991;0.996;None;None;None;None
mit-cbcl;isomap.eng;11;2059;0.023;0.985;0.995;None;None;None;None
mit-cbcl;isomap.eng;12;2059;0.022;0.987;0.995;None;None;None;None
mit-cbcl;isomap.eng;13;2059;0.02;0.988;0.995;None;None;None;None
mit-cbcl;isomap.eng;14;2059;0.02;0.987;0.995;None;None;None;None
mit-cbcl;isomap.eng;15;2059;0.021;0.987;0.995;None;None;None;None
mit-cbcl;lle;5;2059;0.116;0.989;0.983;None;None;None;None
mit-cbcl;lle;6;2059;0.021;0.988;0.989;None;None;None;None
mit-cbcl;lle;7;2059;0.023;0.987;0.99;None;None;None;None
mit-cbcl;lle;8;2059;0.021;0.983;0.987;None;None;None;None
mit-cbcl;lle;9;2059;0.023;0.977;0.986;None;None;None;None
mit-cbcl;lle;10;2059;0.025;0.969;0.985;None;None;None;None
mit-cbcl;lle;11;2059;0.049;0.978;0.988;None;None;None;None
mit-cbcl;lle;12;2059;0.037;0.984;0.991;None;None;None;None
mit-cbcl;lle;13;2059;0.019;0.98;0.99;None;None;None;None
mit-cbcl;lle;14;2059;0.022;0.986;0.989;None;None;None;None
mit-cbcl;lle;15;2059;0.028;0.983;0.986;None;None;None;None
mit-cbcl;lle.eng;5;2059;0.02;0.987;0.989;None;None;None;None
mit-cbcl;lle.eng;6;2059;0.025;0.985;0.99;None;None;None;None
mit-cbcl;lle.eng;7;2059;0.024;0.987;0.991;None;None;None;None
mit-cbcl;lle.eng;8;2059;0.021;0.983;0.989;None;None;None;None
mit-cbcl;lle.eng;9;2059;0.028;0.976;0.989;None;None;None;None
mit-cbcl;lle.eng;10;2059;0.031;0.968;0.983;None;None;None;None
mit-cbcl;lle.eng;11;2059;0.029;0.977;0.985;None;None;None;None
mit-cbcl;lle.eng;12;2059;0.021;0.983;0.989;None;None;None;None
mit-cbcl;lle.eng;13;2059;0.018;0.981;0.989;None;None;None;None
mit-cbcl;lle.eng;14;2059;0.021;0.982;0.987;None;None;None;None
mit-cbcl;lle.eng;15;2059;0.026;0.983;0.985;None;None;None;None
mit-cbcl;le;5;2059;0.336;0.894;0.955;None;None;None;None
mit-cbcl;le;6;2059;0.15;0.868;0.85;None;None;None;None
mit-cbcl;le;7;2059;0.63;0.624;0.682;None;None;None;None
mit-cbcl;le;8;2059;0.126;0.897;0.823;None;None;None;None
mit-cbcl;le;9;2059;0.114;0.942;0.833;None;None;None;None
mit-cbcl;le;10;2059;0.055;0.965;0.989;None;None;None;None
mit-cbcl;le;11;2059;0.034;0.983;0.992;None;None;None;None
mit-cbcl;le;12;2059;0.032;0.984;0.993;None;None;None;None
mit-cbcl;le;13;2059;0.028;0.988;0.994;None;None;None;None
mit-cbcl;le;14;2059;0.028;0.989;0.993;None;None;None;None
mit-cbcl;le;15;2059;0.029;0.98;0.991;None;None;None;None
mit-cbcl;le.eng;5;2059;0.023;0.994;0.998;None;None;None;None
mit-cbcl;le.eng;6;2059;0.026;0.992;0.997;None;None;None;None
mit-cbcl;le.eng;7;2059;0.021;0.992;0.997;None;None;None;None
mit-cbcl;le.eng;8;2059;0.017;0.99;0.997;None;None;None;None
mit-cbcl;le.eng;9;2059;0.02;0.99;0.996;None;None;None;None
mit-cbcl;le.eng;10;2059;0.021;0.99;0.996;None;None;None;None
mit-cbcl;le.eng;11;2059;0.027;0.989;0.995;None;None;None;None
mit-cbcl;le.eng;12;2059;0.028;0.99;0.995;None;None;None;None
mit-cbcl;le.eng;13;2059;0.022;0.989;0.996;None;None;None;None
mit-cbcl;le.eng;14;2059;0.026;0.99;0.996;None;None;None;None
mit-cbcl;le.eng;15;2059;0.026;0.99;0.996;None;None;None;None
mit-cbcl;hlle;5;2059;0.147;0.988;0.982;None;None;None;None
mit-cbcl;hlle;6;2059;0.017;0.986;0.99;None;None;None;None
mit-cbcl;hlle;7;2059;0.019;0.987;0.988;None;None;None;None
mit-cbcl;hlle;8;2059;0.017;0.985;0.988;None;None;None;None
mit-cbcl;hlle;9;2059;0.026;0.976;0.984;None;None;None;None
mit-cbcl;hlle;10;2059;0.03;0.965;0.984;None;None;None;None
mit-cbcl;hlle;11;2059;0.029;0.977;0.987;None;None;None;None
mit-cbcl;hlle;12;2059;0.022;0.984;0.989;None;None;None;None
mit-cbcl;hlle;13;2059;0.016;0.98;0.988;None;None;None;None
mit-cbcl;hlle;14;2059;0.021;0.984;0.988;None;None;None;None
mit-cbcl;hlle;15;2059;0.026;0.985;0.988;None;None;None;None
mit-cbcl;hlle.eng;5;2059;0.019;0.989;0.991;None;None;None;None
mit-cbcl;hlle.eng;6;2059;0.022;0.986;0.988;None;None;None;None
mit-cbcl;hlle.eng;7;2059;0.018;0.987;0.991;None;None;None;None
mit-cbcl;hlle.eng;8;2059;0.022;0.984;0.988;None;None;None;None
mit-cbcl;hlle.eng;9;2059;0.026;0.975;0.986;None;None;None;None
mit-cbcl;hlle.eng;10;2059;0.026;0.97;0.984;None;None;None;None
mit-cbcl;hlle.eng;11;2059;0.031;0.977;0.986;None;None;None;None
mit-cbcl;hlle.eng;12;2059;0.021;0.982;0.986;None;None;None;None
mit-cbcl;hlle.eng;13;2059;0.02;0.981;0.989;None;None;None;None
mit-cbcl;hlle.eng;14;2059;0.021;0.985;0.989;None;None;None;None
mit-cbcl;hlle.eng;15;2059;0.026;0.982;0.984;None;None;None;None
mit-cbcl;le.skl;5;2059;0.022;0.995;0.979;None;None;None;None
mit-cbcl;le.skl;6;2059;0.017;0.994;0.949;None;None;None;None
mit-cbcl;le.skl;7;2059;0.022;0.991;0.995;None;None;None;None
mit-cbcl;le.skl;8;2059;0.02;0.993;0.996;None;None;None;None
mit-cbcl;le.skl;9;2059;0.02;0.989;0.994;None;None;None;None
mit-cbcl;le.skl;10;2059;0.022;0.988;0.994;None;None;None;None
mit-cbcl;le.skl;11;2059;0.02;0.989;0.994;None;None;None;None
mit-cbcl;le.skl;12;2059;0.025;0.989;0.995;None;None;None;None
mit-cbcl;le.skl;13;2059;0.026;0.991;0.995;None;None;None;None
mit-cbcl;le.skl;14;2059;0.023;0.99;0.995;None;None;None;None
mit-cbcl;le.skl;15;2059;0.024;0.991;0.995;None;None;None;None
mit-cbcl;mvu.based;5;2059;0.34094;0.724;0.894;Solved;6;None;None
mit-cbcl;mvu.based;6;2059;0.1661;0.811;0.907;Solved;7;None;None
mit-cbcl;mvu.based;7;2059;0.15784;0.817;0.91;Solved;6;None;None
mit-cbcl;mvu.based;8;2059;0.09713;0.855;0.904;Solved;7;None;None
mit-cbcl;mvu.based;9;2059;0.09034;0.875;0.909;Solved;8;None;None
mit-cbcl;mvu.based;10;2059;0.12433;0.869;0.902;Solved;8;None;None
mit-cbcl;mvu.based;11;2059;0.09811;0.878;0.922;Solved;9;None;None
mit-cbcl;mvu.based;12;2059;0.10636;0.868;0.916;Solved;10;None;None
mit-cbcl;mvu.based;13;2059;0.10976;0.876;0.897;Solved;9;None;None
mit-cbcl;mvu.based;14;2059;0.09908;0.883;0.895;Solved;10;None;None
mit-cbcl;mvu.based;15;2059;0.09179;0.88;0.881;Solved;11;None;None
mit-cbcl;mvu;5;2059;0.38951;0.794;0.986;Unbounded;1;None;True
mit-cbcl;mvu;6;2059;0.08645;0.951;0.991;Unbounded;2;None;True
mit-cbcl;mvu;7;2059;0.08111;0.956;0.994;Unbounded;2;None;True
mit-cbcl;mvu;8;2059;0.06799;0.961;0.995;Inaccurate/Unbounded;2;None;True
mit-cbcl;mvu;9;2059;0.07916;0.961;0.995;Inaccurate/Unbounded;2;None;True
mit-cbcl;mvu;10;2059;0.06119;0.977;0.995;Inaccurate/Unbounded;3;None;True
mit-cbcl;mvu;11;2059;0.04371;0.977;0.996;Inaccurate/Unbounded;3;None;True
mit-cbcl;mvu;12;2059;0.04128;0.975;0.995;Inaccurate/Unbounded;3;None;True
mit-cbcl;mvu;13;2059;0.02817;0.984;0.997;Inaccurate/Unbounded;3;None;True
mit-cbcl;mvu;14;2059;0.02331;0.985;0.997;Inaccurate/Unbounded;3;None;True
mit-cbcl;mvu;15;2059;0.03594;0.983;0.996;Inaccurate/Unbounded;3;None;True
